name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Jordan Nelson,24,Bilbao,True,High School,False,Business Administration,Sales Assistant,TechSolutions,Sevilla,€900-1100,Internship
Pamela Todd,22,Bilbao,True,Master,True,Education,Teacher Assistant,TravelX,Zaragoza,€1300-1500,Internship
John Taylor,23,Logroño,False,Master,True,Nursing,Receptionist,TravelX,Bilbao,€1300-1500,Internship
Lisa Moore,22,Valencia,True,High School,True,Mechanical Engineering,HR Assistant,TechSolutions,Barcelona,€900-1100,Full-time
Thomas Hess,19,Madrid,False,High School,True,Nursing,Data Analyst,DesignHub,Logroño,€900-1100,Internship
Jessica Hayes,23,Logroño,True,High School,False,Law,HR Assistant,GlobalBiz,Sevilla,€900-1100,Full-time
Alexandra Mcgrath,23,Logroño,False,Master,True,Law,Junior Developer,MediCare,Sevilla,€900-1100,Part-time
Jennifer Chambers DDS,25,Barcelona,True,Vocational Training,True,Computer Science,Junior Developer,GlobalBiz,Zaragoza,€1100-1300,Part-time
Mary Turner,23,Sevilla,False,Master,True,Marketing,Graphic Designer,TravelX,Valencia,€900-1100,Part-time
Taylor Perry,22,Zaragoza,False,High School,True,Mechanical Engineering,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Full-time
Taylor Smith,25,Bilbao,True,High School,True,Mechanical Engineering,Marketing Intern,MediCare,Logroño,€1300-1500,Part-time
Chris Fry,19,Madrid,True,Vocational Training,False,Nursing,Nurse Assistant,TechSolutions,Barcelona,€900-1100,Part-time
Morgan Bryant,25,Logroño,True,Bachelor,True,Business Administration,Marketing Intern,MediCare,Sevilla,€900-1100,Internship
Matthew Martin,18,Bilbao,False,High School,True,Education,Nurse Assistant,GlobalBiz,Sevilla,€900-1100,Internship
Haley Marshall,23,Sevilla,False,Vocational Training,False,Computer Science,Junior Developer,TechSolutions,Valencia,€1100-1300,Part-time
Tracy Chen,24,Sevilla,False,Master,False,Education,Electrician Assistant,GlobalBiz,Bilbao,€900-1100,Part-time
Shelby Martinez,18,Madrid,True,Vocational Training,False,Business Administration,Sales Assistant,MediCare,Madrid,€900-1100,Part-time
Adam Salazar,25,Bilbao,False,Vocational Training,False,Tourism,Teacher Assistant,InnovaCorp,Zaragoza,€900-1100,Internship
Matthew Wells,25,Sevilla,True,High School,True,Business Administration,Receptionist,TechSolutions,Madrid,€1100-1300,Full-time
Tonya Alvarado,18,Valencia,False,Vocational Training,True,Nursing,Nurse Assistant,GlobalBiz,Valencia,€1300-1500,Part-time
Ryan Gonzalez,25,Barcelona,False,Bachelor,True,Mechanical Engineering,Teacher Assistant,DesignHub,Sevilla,€1300-1500,Part-time
Crystal Taylor,23,Madrid,False,Vocational Training,True,Law,Junior Developer,InnovaCorp,Logroño,€900-1100,Part-time
Crystal Marsh,21,Bilbao,True,High School,True,Nursing,Receptionist,DesignHub,Sevilla,€1100-1300,Internship
James Dean,24,Barcelona,True,High School,False,Electrical Engineering,Graphic Designer,InnovaCorp,Bilbao,€1100-1300,Part-time
Daniel Miller,20,Barcelona,False,Bachelor,False,Marketing,Electrician Assistant,MediCare,Zaragoza,€1100-1300,Full-time
William Hernandez,21,Bilbao,False,Vocational Training,False,Graphic Design,Graphic Designer,GlobalBiz,Logroño,€900-1100,Internship
Karen Kim,22,Bilbao,False,Vocational Training,True,Electrical Engineering,Electrician Assistant,TechSolutions,Sevilla,€900-1100,Part-time
Joan Smith,23,Zaragoza,False,High School,False,Mechanical Engineering,Graphic Designer,TravelX,Barcelona,€900-1100,Full-time
Hector Jones,19,Madrid,False,Master,True,Tourism,Teacher Assistant,TravelX,Bilbao,€900-1100,Part-time
Michael Carter,22,Barcelona,False,Master,False,Graphic Design,Junior Developer,TechSolutions,Valencia,€1300-1500,Full-time
Christopher Craig,23,Zaragoza,True,Bachelor,False,Computer Science,Teacher Assistant,DesignHub,Barcelona,€1100-1300,Full-time
Christy Jackson,20,Sevilla,False,Master,True,Education,Teacher Assistant,GlobalBiz,Valencia,€900-1100,Full-time
Lisa Mccoy,18,Barcelona,False,Bachelor,True,Law,HR Assistant,TechSolutions,Madrid,€1300-1500,Internship
Marco Rios,19,Sevilla,True,High School,True,Tourism,Receptionist,TechSolutions,Zaragoza,€1300-1500,Part-time
Robert Rivas,21,Logroño,True,Bachelor,False,Law,Sales Assistant,TechSolutions,Zaragoza,€900-1100,Internship
Joel Hayden,18,Zaragoza,False,Vocational Training,True,Education,Receptionist,TravelX,Bilbao,€900-1100,Full-time
Ray Perry,24,Logroño,True,Master,True,Mechanical Engineering,Data Analyst,TechSolutions,Valencia,€1300-1500,Part-time
Shannon Wade,19,Logroño,False,Master,False,Mechanical Engineering,Nurse Assistant,GlobalBiz,Logroño,€1100-1300,Internship
Sabrina Mills,20,Bilbao,True,Vocational Training,True,Education,Sales Assistant,TechSolutions,Sevilla,€900-1100,Internship
Krystal Bartlett,24,Sevilla,True,Bachelor,True,Electrical Engineering,Junior Developer,TechSolutions,Barcelona,€900-1100,Part-time
Patrick Collins,22,Barcelona,False,High School,False,Law,Electrician Assistant,InnovaCorp,Valencia,€1300-1500,Full-time
Kimberly Garrison,19,Valencia,True,Master,False,Graphic Design,Marketing Intern,InnovaCorp,Barcelona,€1300-1500,Full-time
Noah Thomas,19,Barcelona,True,Vocational Training,True,Tourism,Receptionist,MediCare,Madrid,€900-1100,Part-time
Kyle Gilbert,21,Zaragoza,False,Master,False,Law,Sales Assistant,InnovaCorp,Valencia,€900-1100,Full-time
Nicole Williams,24,Logroño,False,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Logroño,€1100-1300,Full-time
Scott Vasquez,24,Valencia,True,High School,True,Business Administration,Sales Assistant,TechSolutions,Sevilla,€1100-1300,Internship
Oscar Rodriguez,18,Madrid,False,Bachelor,False,Electrical Engineering,Nurse Assistant,DesignHub,Valencia,€1300-1500,Full-time
Mariah Mcdaniel,18,Bilbao,False,Master,True,Electrical Engineering,Teacher Assistant,TechSolutions,Barcelona,€1100-1300,Full-time
Veronica Bryan,19,Sevilla,True,Vocational Training,True,Nursing,Nurse Assistant,InnovaCorp,Madrid,€1100-1300,Internship
James Harper,24,Barcelona,True,Master,True,Mechanical Engineering,Nurse Assistant,TravelX,Valencia,€900-1100,Full-time
Michael Mitchell,18,Logroño,False,Vocational Training,False,Tourism,Graphic Designer,InnovaCorp,Logroño,€1100-1300,Full-time
Ashley Young,21,Valencia,False,Bachelor,False,Law,Data Analyst,TravelX,Logroño,€900-1100,Part-time
Rachel Krueger,25,Madrid,False,Bachelor,True,Business Administration,HR Assistant,InnovaCorp,Sevilla,€1100-1300,Internship
Brian Gonzales,21,Sevilla,False,Master,True,Tourism,Receptionist,TechSolutions,Madrid,€900-1100,Part-time
Ricardo Garcia,22,Madrid,True,Vocational Training,True,Mechanical Engineering,Electrician Assistant,TechSolutions,Valencia,€1100-1300,Internship
Paul Porter,18,Logroño,True,Vocational Training,True,Nursing,Nurse Assistant,InnovaCorp,Zaragoza,€900-1100,Internship
Jennifer Larson,18,Barcelona,False,Master,True,Business Administration,Data Analyst,DesignHub,Sevilla,€1100-1300,Part-time
Brandon Fernandez,23,Sevilla,True,Vocational Training,True,Computer Science,Junior Developer,TechSolutions,Bilbao,€1100-1300,Internship
Mary Avila,22,Zaragoza,True,Vocational Training,False,Nursing,Nurse Assistant,DesignHub,Logroño,€900-1100,Part-time
Jennifer Gibson,24,Madrid,True,Vocational Training,False,Tourism,Teacher Assistant,DesignHub,Logroño,€1100-1300,Part-time
Brian Kemp,23,Valencia,True,High School,True,Computer Science,Junior Developer,TravelX,Madrid,€1300-1500,Part-time
Kevin Lowe,22,Barcelona,True,Vocational Training,True,Graphic Design,Graphic Designer,TechSolutions,Barcelona,€1100-1300,Internship
Keith Cowan,25,Valencia,True,Vocational Training,True,Mechanical Engineering,Sales Assistant,DesignHub,Logroño,€1300-1500,Internship
Kenneth Harris,18,Zaragoza,False,Vocational Training,False,Marketing,Sales Assistant,MediCare,Valencia,€900-1100,Full-time
Heidi Wright,19,Madrid,True,Master,True,Education,Teacher Assistant,DesignHub,Sevilla,€900-1100,Internship
Bethany Davis,24,Sevilla,False,Master,False,Education,Junior Developer,InnovaCorp,Barcelona,€900-1100,Part-time
Justin Terry,23,Madrid,False,Bachelor,False,Business Administration,Data Analyst,MediCare,Sevilla,€1100-1300,Full-time
Robert Thomas,25,Valencia,False,High School,True,Education,Nurse Assistant,TravelX,Madrid,€900-1100,Part-time
Vickie Bryant,19,Barcelona,False,Master,False,Nursing,Sales Assistant,TravelX,Madrid,€1300-1500,Internship
Erin Keller,22,Madrid,False,High School,True,Tourism,Receptionist,DesignHub,Bilbao,€1100-1300,Full-time
Robert Boyd,24,Valencia,True,High School,True,Business Administration,Receptionist,GlobalBiz,Barcelona,€1300-1500,Internship
Elizabeth Conrad,20,Bilbao,True,Vocational Training,True,Tourism,Receptionist,DesignHub,Sevilla,€1300-1500,Part-time
Jennifer Fernandez,21,Logroño,False,Bachelor,False,Computer Science,Graphic Designer,MediCare,Barcelona,€1100-1300,Full-time
Joseph Winters,21,Madrid,True,Bachelor,True,Business Administration,Marketing Intern,InnovaCorp,Zaragoza,€1100-1300,Part-time
Raymond Martin,24,Logroño,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Barcelona,€900-1100,Part-time
Erica Archer,22,Valencia,False,High School,True,Computer Science,Electrician Assistant,TravelX,Madrid,€1300-1500,Full-time
Eric Hamilton,25,Zaragoza,False,High School,False,Business Administration,Sales Assistant,InnovaCorp,Bilbao,€900-1100,Part-time
April Walker,23,Barcelona,True,Bachelor,False,Law,Nurse Assistant,DesignHub,Zaragoza,€1100-1300,Full-time
Jordan Hopkins,24,Sevilla,True,Master,False,Electrical Engineering,Data Analyst,DesignHub,Barcelona,€1100-1300,Full-time
Thomas Klein,21,Sevilla,False,High School,False,Tourism,Sales Assistant,MediCare,Zaragoza,€1100-1300,Part-time
Kevin Payne,19,Bilbao,False,High School,False,Computer Science,Electrician Assistant,TravelX,Sevilla,€900-1100,Internship
Kyle Ruiz,23,Zaragoza,True,Vocational Training,True,Business Administration,Sales Assistant,MediCare,Logroño,€1300-1500,Full-time
Kristin Gibbs,24,Barcelona,False,High School,True,Education,Graphic Designer,MediCare,Logroño,€1300-1500,Internship
Oscar Burns,20,Valencia,False,Vocational Training,True,Electrical Engineering,Junior Developer,DesignHub,Madrid,€1300-1500,Internship
Todd Beard,25,Logroño,False,Vocational Training,False,Business Administration,Sales Assistant,TechSolutions,Zaragoza,€900-1100,Internship
Daniel Williams,25,Valencia,False,Bachelor,True,Education,Teacher Assistant,TravelX,Zaragoza,€1100-1300,Internship
William Norris,25,Logroño,True,Master,True,Computer Science,Data Analyst,MediCare,Barcelona,€1100-1300,Full-time
Eric Charles,22,Sevilla,False,Bachelor,False,Tourism,HR Assistant,GlobalBiz,Madrid,€900-1100,Part-time
Michael Sandoval,24,Sevilla,False,Vocational Training,False,Marketing,Sales Assistant,DesignHub,Barcelona,€1100-1300,Part-time
George Mejia,23,Zaragoza,False,High School,False,Computer Science,Marketing Intern,GlobalBiz,Bilbao,€1300-1500,Full-time
Valerie Medina,21,Zaragoza,False,Bachelor,True,Electrical Engineering,Junior Developer,TravelX,Zaragoza,€1100-1300,Part-time
Elizabeth Allen,21,Logroño,True,Master,False,Graphic Design,Receptionist,MediCare,Bilbao,€1100-1300,Internship
Latasha Campbell,22,Madrid,False,High School,False,Mechanical Engineering,Data Analyst,DesignHub,Zaragoza,€1100-1300,Part-time
Roy Jenkins,24,Logroño,True,High School,True,Tourism,Receptionist,MediCare,Bilbao,€1300-1500,Internship
Kari Mejia,24,Barcelona,False,Vocational Training,True,Mechanical Engineering,HR Assistant,TechSolutions,Barcelona,€900-1100,Part-time
Shannon Morgan,23,Logroño,True,Vocational Training,False,Computer Science,Marketing Intern,TechSolutions,Zaragoza,€900-1100,Full-time
Allison Cunningham,24,Sevilla,True,Bachelor,True,Marketing,Marketing Intern,DesignHub,Logroño,€1300-1500,Part-time
Mrs. Kristina Fernandez DVM,19,Valencia,True,Bachelor,False,Marketing,Marketing Intern,InnovaCorp,Barcelona,€900-1100,Part-time
Jeff Atkinson,25,Sevilla,False,Master,True,Nursing,Junior Developer,TravelX,Barcelona,€1300-1500,Part-time
Matthew Alexander,23,Madrid,True,Bachelor,False,Electrical Engineering,Junior Developer,TechSolutions,Sevilla,€900-1100,Part-time
Timothy Wall,22,Valencia,False,High School,True,Graphic Design,Nurse Assistant,TravelX,Valencia,€1100-1300,Part-time
Kenneth Howell,19,Bilbao,True,Vocational Training,True,Education,Teacher Assistant,TechSolutions,Logroño,€900-1100,Part-time
Nicole Mitchell,18,Sevilla,False,Master,False,Computer Science,Data Analyst,InnovaCorp,Barcelona,€900-1100,Full-time
James Velazquez,21,Valencia,False,High School,False,Graphic Design,Receptionist,TravelX,Logroño,€1100-1300,Internship
Carolyn Smith,18,Valencia,False,Bachelor,False,Tourism,Teacher Assistant,GlobalBiz,Madrid,€900-1100,Part-time
Patricia Perry,21,Sevilla,False,Bachelor,False,Computer Science,Graphic Designer,TravelX,Bilbao,€1300-1500,Part-time
Ashley Brown,21,Sevilla,True,Vocational Training,True,Electrical Engineering,Junior Developer,GlobalBiz,Logroño,€1100-1300,Internship
Brent Callahan,18,Bilbao,False,Vocational Training,True,Graphic Design,Graphic Designer,MediCare,Bilbao,€900-1100,Internship
Terry Thomas,20,Sevilla,False,Vocational Training,True,Law,Nurse Assistant,DesignHub,Madrid,€1100-1300,Internship
Kevin Stevenson,25,Madrid,True,High School,False,Electrical Engineering,Nurse Assistant,DesignHub,Madrid,€900-1100,Internship
Angelica Rodriguez,18,Valencia,True,Vocational Training,True,Nursing,Nurse Assistant,MediCare,Bilbao,€1100-1300,Internship
Carmen Cruz,19,Bilbao,True,Master,True,Business Administration,Data Analyst,DesignHub,Zaragoza,€900-1100,Full-time
Mark Gibson,19,Barcelona,True,Vocational Training,False,Law,Junior Developer,GlobalBiz,Barcelona,€900-1100,Part-time
Joseph Hancock,19,Madrid,True,Vocational Training,True,Graphic Design,Graphic Designer,InnovaCorp,Bilbao,€900-1100,Full-time
Michael Jacobson,25,Sevilla,True,Master,False,Marketing,Nurse Assistant,GlobalBiz,Bilbao,€1300-1500,Part-time
Steven Ramsey,25,Barcelona,True,Master,True,Education,Teacher Assistant,InnovaCorp,Barcelona,€900-1100,Full-time
Gary Saunders,18,Bilbao,True,High School,True,Graphic Design,HR Assistant,GlobalBiz,Sevilla,€1300-1500,Part-time
Zachary Haynes,23,Sevilla,False,Bachelor,True,Nursing,Nurse Assistant,TravelX,Sevilla,€1300-1500,Internship
Kelly Kelley,24,Logroño,False,Bachelor,False,Marketing,Nurse Assistant,InnovaCorp,Valencia,€1100-1300,Internship
Kayla White,25,Sevilla,False,Master,False,Electrical Engineering,Junior Developer,MediCare,Madrid,€1300-1500,Full-time
Kimberly Stevenson,22,Sevilla,False,Master,False,Electrical Engineering,Junior Developer,MediCare,Madrid,€900-1100,Full-time
Kristi Donovan,25,Sevilla,True,Vocational Training,False,Marketing,Sales Assistant,TravelX,Zaragoza,€900-1100,Part-time
Robert Smith,19,Sevilla,True,Master,False,Business Administration,Junior Developer,GlobalBiz,Barcelona,€1100-1300,Internship
Amy Anderson,24,Logroño,False,High School,False,Graphic Design,Electrician Assistant,TravelX,Madrid,€900-1100,Internship
Thomas Beasley,24,Zaragoza,False,Master,False,Electrical Engineering,Data Analyst,InnovaCorp,Sevilla,€1300-1500,Full-time
Donna Oliver,21,Barcelona,False,High School,True,Nursing,Marketing Intern,GlobalBiz,Logroño,€1300-1500,Part-time
David Thornton,19,Bilbao,True,Master,True,Business Administration,Data Analyst,TravelX,Madrid,€1300-1500,Part-time
Brittany George,18,Logroño,False,High School,False,Computer Science,Graphic Designer,TechSolutions,Valencia,€900-1100,Internship
Geoffrey Thomas,25,Sevilla,False,Master,True,Computer Science,Data Analyst,GlobalBiz,Barcelona,€900-1100,Part-time
Abigail James,23,Logroño,True,Master,False,Electrical Engineering,HR Assistant,MediCare,Madrid,€1300-1500,Internship
David Armstrong,23,Zaragoza,True,High School,True,Computer Science,Junior Developer,DesignHub,Sevilla,€900-1100,Internship
William Chan,25,Madrid,False,Bachelor,True,Marketing,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Part-time
Donna Santiago,25,Barcelona,True,Vocational Training,True,Law,Data Analyst,TechSolutions,Logroño,€900-1100,Full-time
Andre Boyd,25,Logroño,False,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Barcelona,€1300-1500,Part-time
William Ware,23,Zaragoza,True,Master,False,Nursing,Nurse Assistant,InnovaCorp,Sevilla,€1300-1500,Full-time
Chelsea Hernandez,22,Madrid,False,Vocational Training,True,Nursing,Nurse Assistant,TechSolutions,Valencia,€1300-1500,Internship
Raymond Rodriguez,25,Madrid,True,Bachelor,True,Tourism,Marketing Intern,MediCare,Zaragoza,€1300-1500,Internship
Mary Cain,25,Zaragoza,False,Master,False,Law,Receptionist,TravelX,Madrid,€1300-1500,Full-time
David Andrews,24,Sevilla,True,High School,False,Tourism,Graphic Designer,GlobalBiz,Bilbao,€1300-1500,Internship
Antonio Robinson,23,Bilbao,True,Bachelor,False,Education,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Internship
Larry Pratt,18,Sevilla,True,Vocational Training,False,Education,HR Assistant,DesignHub,Madrid,€1300-1500,Part-time
Anthony Obrien,25,Madrid,False,Bachelor,False,Tourism,Marketing Intern,InnovaCorp,Valencia,€1100-1300,Internship
Kyle Gallegos,23,Madrid,True,Vocational Training,False,Law,Data Analyst,TechSolutions,Logroño,€900-1100,Full-time
John Watson,23,Logroño,False,High School,False,Graphic Design,Electrician Assistant,TravelX,Bilbao,€1300-1500,Full-time
Madison Ferguson,23,Barcelona,False,Vocational Training,True,Business Administration,Receptionist,TechSolutions,Bilbao,€1300-1500,Internship
Alexander Gomez,18,Logroño,True,Master,True,Nursing,Junior Developer,InnovaCorp,Barcelona,€1300-1500,Part-time
Anthony Howell,22,Sevilla,True,Vocational Training,False,Law,Junior Developer,GlobalBiz,Zaragoza,€1100-1300,Part-time
Mason Ford,20,Barcelona,True,Master,True,Law,HR Assistant,MediCare,Logroño,€1100-1300,Full-time
Pamela Simon,22,Madrid,False,Master,False,Graphic Design,Sales Assistant,TravelX,Barcelona,€1100-1300,Internship
Evan Perez,25,Madrid,False,Bachelor,False,Marketing,Receptionist,TechSolutions,Sevilla,€900-1100,Part-time
Taylor Michael,23,Zaragoza,True,High School,False,Tourism,Teacher Assistant,InnovaCorp,Sevilla,€1100-1300,Part-time
Sean Zamora,25,Valencia,False,Master,False,Tourism,Nurse Assistant,TravelX,Valencia,€1100-1300,Part-time
Charles Cole,19,Madrid,True,Vocational Training,False,Computer Science,Teacher Assistant,DesignHub,Barcelona,€1100-1300,Internship
Tyler Brown,23,Valencia,True,Master,True,Electrical Engineering,Teacher Assistant,InnovaCorp,Valencia,€1100-1300,Internship
Melissa Collins,18,Zaragoza,False,High School,True,Nursing,HR Assistant,MediCare,Bilbao,€900-1100,Part-time
Vanessa Hernandez,23,Valencia,False,Master,True,Business Administration,Data Analyst,InnovaCorp,Logroño,€900-1100,Full-time
Candice Baker DVM,21,Logroño,False,High School,False,Computer Science,Nurse Assistant,TravelX,Valencia,€1300-1500,Internship
Austin Baldwin,23,Madrid,True,Vocational Training,True,Graphic Design,Graphic Designer,MediCare,Logroño,€1100-1300,Internship
Ebony Jones,21,Logroño,True,High School,True,Electrical Engineering,Graphic Designer,TechSolutions,Bilbao,€1100-1300,Full-time
Tonya Martinez,20,Zaragoza,False,Bachelor,False,Electrical Engineering,Receptionist,InnovaCorp,Zaragoza,€900-1100,Internship
Benjamin Perry,20,Logroño,True,High School,True,Education,Graphic Designer,TravelX,Zaragoza,€900-1100,Full-time
Anthony Hill,25,Madrid,False,High School,False,Graphic Design,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Part-time
Destiny Hayden,24,Sevilla,False,Master,True,Tourism,HR Assistant,TechSolutions,Bilbao,€900-1100,Internship
William Mitchell,20,Barcelona,False,Bachelor,True,Business Administration,Marketing Intern,TravelX,Madrid,€1100-1300,Full-time
Julie Martinez,22,Bilbao,True,Master,False,Marketing,Electrician Assistant,GlobalBiz,Sevilla,€900-1100,Part-time
Kristine Weaver,20,Logroño,True,High School,True,Business Administration,Sales Assistant,TravelX,Bilbao,€1300-1500,Part-time
Emily Sanchez,19,Madrid,True,Vocational Training,True,Marketing,Sales Assistant,MediCare,Bilbao,€1100-1300,Part-time
Lauren Moore,20,Sevilla,True,Master,False,Education,Receptionist,TravelX,Logroño,€1300-1500,Part-time
Justin Russo,20,Sevilla,False,Master,True,Education,Teacher Assistant,DesignHub,Barcelona,€900-1100,Internship
Daniel Smith,25,Sevilla,True,Master,True,Nursing,Junior Developer,MediCare,Barcelona,€1300-1500,Full-time
Steven Phillips,21,Zaragoza,False,Vocational Training,False,Tourism,Graphic Designer,InnovaCorp,Valencia,€1100-1300,Internship
Darren Mccormick,21,Logroño,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,GlobalBiz,Valencia,€900-1100,Part-time
Randy Ware,23,Barcelona,False,Master,True,Computer Science,Data Analyst,DesignHub,Logroño,€1300-1500,Internship
Michael Miller,20,Valencia,True,Bachelor,False,Computer Science,HR Assistant,TechSolutions,Zaragoza,€1300-1500,Internship
Melinda Keller,23,Sevilla,True,Bachelor,False,Nursing,Nurse Assistant,MediCare,Logroño,€900-1100,Part-time
Karla Farley,19,Bilbao,True,High School,False,Electrical Engineering,Nurse Assistant,TravelX,Sevilla,€1300-1500,Part-time
Danielle Hicks,24,Sevilla,False,Master,True,Education,Teacher Assistant,TravelX,Madrid,€1100-1300,Part-time
Melissa Moyer,22,Barcelona,True,Master,False,Mechanical Engineering,Sales Assistant,TravelX,Zaragoza,€900-1100,Full-time
Scott Santos,20,Bilbao,False,Bachelor,False,Tourism,Graphic Designer,TechSolutions,Madrid,€1300-1500,Part-time
Travis Hampton,20,Bilbao,False,Vocational Training,False,Tourism,Sales Assistant,MediCare,Valencia,€900-1100,Part-time
Catherine Clark,24,Madrid,True,High School,False,Mechanical Engineering,Sales Assistant,DesignHub,Madrid,€900-1100,Internship
William Thomas,18,Sevilla,True,High School,True,Education,Receptionist,InnovaCorp,Bilbao,€900-1100,Internship
Ashley Powell,23,Bilbao,True,Master,True,Tourism,Junior Developer,TravelX,Logroño,€900-1100,Internship
Sarah Wagner,23,Valencia,True,Vocational Training,True,Electrical Engineering,Electrician Assistant,MediCare,Sevilla,€900-1100,Internship
Kevin Flores,25,Zaragoza,False,Master,True,Education,Teacher Assistant,GlobalBiz,Sevilla,€1100-1300,Full-time
Patrick Campbell,24,Logroño,False,Bachelor,False,Law,Nurse Assistant,MediCare,Valencia,€1300-1500,Part-time
Bethany Lane,23,Valencia,True,Bachelor,True,Tourism,Receptionist,InnovaCorp,Bilbao,€1300-1500,Full-time
Victor Simpson,19,Bilbao,False,Master,True,Nursing,HR Assistant,TechSolutions,Bilbao,€900-1100,Full-time
Derek Holland,23,Logroño,False,Vocational Training,False,Marketing,Sales Assistant,TechSolutions,Sevilla,€1300-1500,Full-time
Joseph White,20,Madrid,True,High School,False,Tourism,Teacher Assistant,DesignHub,Logroño,€900-1100,Internship
Sharon Hunter,22,Logroño,False,Bachelor,False,Nursing,Nurse Assistant,InnovaCorp,Madrid,€900-1100,Internship
Pamela Anderson,20,Valencia,False,Master,False,Law,Marketing Intern,TechSolutions,Bilbao,€1300-1500,Full-time
Jane Martinez,20,Zaragoza,False,Bachelor,True,Mechanical Engineering,Marketing Intern,InnovaCorp,Logroño,€900-1100,Internship
Dustin Meyers,22,Bilbao,True,Bachelor,True,Marketing,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Internship
Angela Fields,22,Zaragoza,True,High School,True,Business Administration,Receptionist,DesignHub,Zaragoza,€1300-1500,Internship
Cheryl Jones,23,Bilbao,True,Master,False,Law,Junior Developer,GlobalBiz,Zaragoza,€1100-1300,Full-time
Karen Peterson,22,Barcelona,False,High School,True,Mechanical Engineering,HR Assistant,MediCare,Madrid,€900-1100,Full-time
Robert Rodriguez,19,Logroño,True,High School,True,Nursing,HR Assistant,TravelX,Logroño,€1100-1300,Part-time
Jason Munoz,19,Zaragoza,False,Vocational Training,True,Law,Sales Assistant,MediCare,Sevilla,€1300-1500,Part-time
William Adams,19,Valencia,True,Vocational Training,False,Mechanical Engineering,Data Analyst,TechSolutions,Barcelona,€900-1100,Internship
Stephen Payne,19,Madrid,True,Vocational Training,True,Mechanical Engineering,HR Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Jacqueline Davidson MD,18,Bilbao,True,Vocational Training,True,Education,Teacher Assistant,MediCare,Logroño,€1100-1300,Part-time
Alex Lopez,23,Zaragoza,True,Vocational Training,True,Business Administration,Sales Assistant,TravelX,Barcelona,€900-1100,Full-time
Christine Ingram,21,Bilbao,True,Vocational Training,False,Graphic Design,Graphic Designer,MediCare,Barcelona,€900-1100,Part-time
James Weber,24,Logroño,True,Master,True,Nursing,Graphic Designer,TechSolutions,Madrid,€1300-1500,Internship
Pamela Brock,19,Madrid,False,High School,False,Nursing,Junior Developer,TechSolutions,Barcelona,€1300-1500,Internship
Kristina Lopez,20,Zaragoza,False,High School,True,Nursing,Teacher Assistant,GlobalBiz,Sevilla,€900-1100,Part-time
Brandon Nelson,19,Valencia,True,Bachelor,False,Graphic Design,Graphic Designer,MediCare,Valencia,€1300-1500,Internship
Andrew Patel,23,Madrid,False,Master,True,Mechanical Engineering,Marketing Intern,TechSolutions,Sevilla,€900-1100,Internship
David Gibson,25,Valencia,False,High School,True,Computer Science,Junior Developer,InnovaCorp,Zaragoza,€1300-1500,Full-time
Darren Nunez,24,Sevilla,False,Vocational Training,True,Graphic Design,Graphic Designer,TechSolutions,Valencia,€1300-1500,Full-time
Brenda White,22,Logroño,True,Master,False,Graphic Design,Sales Assistant,InnovaCorp,Barcelona,€1300-1500,Part-time
Scott Brewer,18,Logroño,False,High School,False,Business Administration,Sales Assistant,TechSolutions,Bilbao,€1100-1300,Internship
Timothy Villa,22,Barcelona,True,High School,False,Mechanical Engineering,Marketing Intern,GlobalBiz,Barcelona,€900-1100,Part-time
Crystal Buchanan,23,Logroño,True,Master,False,Nursing,Teacher Assistant,DesignHub,Barcelona,€900-1100,Part-time
Eric Griffin,23,Barcelona,False,High School,False,Marketing,Sales Assistant,DesignHub,Valencia,€1300-1500,Part-time
Joshua Barber,22,Barcelona,True,Bachelor,False,Business Administration,Teacher Assistant,MediCare,Zaragoza,€900-1100,Internship
April Butler,22,Sevilla,True,Vocational Training,True,Graphic Design,Graphic Designer,InnovaCorp,Sevilla,€1300-1500,Full-time
Harold Daniels,21,Madrid,True,Vocational Training,True,Education,HR Assistant,DesignHub,Barcelona,€1100-1300,Part-time
Allison Foster,25,Sevilla,False,Bachelor,False,Graphic Design,Graphic Designer,DesignHub,Sevilla,€1300-1500,Part-time
Francisco Robertson,19,Zaragoza,True,Master,True,Electrical Engineering,Sales Assistant,TechSolutions,Sevilla,€900-1100,Internship
Sarah Christensen,25,Bilbao,False,Bachelor,False,Marketing,Graphic Designer,MediCare,Madrid,€900-1100,Part-time
Jane Wall,23,Madrid,True,Bachelor,True,Education,Teacher Assistant,GlobalBiz,Zaragoza,€900-1100,Part-time
William Banks,25,Logroño,True,Vocational Training,True,Nursing,Nurse Assistant,TechSolutions,Madrid,€1100-1300,Full-time
Ronald Phillips,24,Sevilla,True,High School,True,Nursing,Marketing Intern,MediCare,Madrid,€900-1100,Full-time
Mark Kane,20,Valencia,False,Master,True,Tourism,HR Assistant,MediCare,Valencia,€1100-1300,Internship
